chr1	2228319	2310213	+	SKI	2228767	0
chr1	2321253	2391707	-	MORN1	0	2391533
chr1	2391775	2405442	+	RER1	2395791	0
chr1	2403964	2412571	-	PEX10	0	2412502
chr1	2467459	2505532	+	PLCH2	2476589	0
chr1	2508531	2526628	-	PANK4	0	2526587
chr1	2528745	2530263	-	HES5	0	2530164
chr1	2556222	2565382	+	TNFRSF14	2556665	0
chr1	2586750	2591469	+	PRXL2B	2586886	0
chr1	2590639	2633016	-	MMEL1	0	2629484
chr1	2635976	2801717	-	TTC34	0	2789591
chr1	3021483	3022903	+	ACTRT2	3021687	0
chr1	3069168	3438621	+	PRDM16	3069260	0
chr1	3454665	3481113	+	ARHGEF16	3469436	0
chr1	3487951	3611508	-	MEGF6	0	3531245
chr1	3625015	3630127	+	TPRG1L	3625073	0
chr1	3630767	3650103	-	WRAP73	0	3649999
chr1	3652516	3736201	+	TP73	3707576	0
chr1	3752450	3771645	+	CCDC27	3752482	0
chr1	3772771	3775982	+	SMIM1	3775374	0
chr1	3778559	3796498	-	LRRC47	0	3796476
chr1	3812086	3857214	-	CEP104	0	3852407
chr1	3857267	3885429	+	DFFB	3857604	0
chr1	3889125	3900272	-	C1orf174	0	3900186
chr1	4654732	4792534	+	AJAP1	4655426	0
chr1	5862811	5992473	-	NPHP4	0	5986289
chr1	5992262	6101193	+	KCNAB2	6082195	0
chr1	6101787	6180321	-	CHD5	0	6180023
chr1	6185020	6200842	-	RPL22	0	6197669
chr1	6206119	6221299	+	RNF207	6206536	0
chr1	6221193	6235964	-	ICMT	0	6235911
chr1	6244192	6245578	+	HES3	6244366	0
chr1	6247353	6261098	-	GPR153	0	6254905
chr1	6264269	6394391	-	ACOT7	0	6358845
chr1	6412418	6424670	-	HES2	0	6419820
chr1	6424776	6461367	+	ESPN	6448785	0
chr1	6460786	6466195	-	TNFRSF25	0	6466107
chr1	6466092	6520061	-	PLEKHG5	0	6477571
chr1	6521347	6554513	-	NOL9	0	6554502
chr1	6555307	6579755	+	TAS1R1	6555374	0
chr1	6579994	6589280	+	ZBTB48	6580610	0
chr1	6590724	6614607	-	KLHL21	0	6593472
chr1	6613731	6624030	+	PHF13	6614067	0
chr1	6624866	6635586	+	THAP3	6625219	0
chr1	6634168	6701924	-	DNAJC11	0	6701800
chr1	6785454	7769706	+	CAMTA1	7744961	0
chr1	7771296	7781432	+	VAMP3	7777172	0
chr1	7784320	7845177	+	PER3	7784878	0
chr1	7843083	7853512	-	UTS2	0	7853003
chr1	7915894	7943165	-	TNFRSF9	0	7939994
chr1	7961692	7985505	+	PARK7	7962786	0
chr1	8004404	8026309	-	ERRFI1	0	8015619
chr1	8317826	8344167	+	SLC45A1	8324330	0
chr1	8352397	8817640	-	RERE	0	8364133
chr1	8861000	8878689	-	ENO1	0	8874908
chr1	8945868	8975092	+	CA6	8945887	0
chr1	9003300	9026345	-	SLC2A7	0	9026345
chr1	9035107	9069716	-	SLC2A5	0	9069536
chr1	9100305	9129102	-	GPR157	0	9129027
chr1	9234775	9271337	+	H6PD	9244935	0
chr1	9292894	9369532	+	SPSB1	9355892	0
chr1	9539465	9585173	+	SLC25A33	9539692	0
chr1	9588911	9614877	+	TMEM201	9588931	0
chr1	9651732	9729114	+	PIK3CD	9710456	0
chr1	9729026	9824526	-	CLSTN1	0	9823733
chr1	9848276	9910336	-	CTNNBIP1	0	9872064
chr1	9922113	9943407	-	LZIC	0	9936619
chr1	9943428	9985501	+	NMNAT1	9972074	0
chr1	9997228	10016021	+	RBP7	9997259	0
chr1	10032832	10181239	+	UBE4B	10033671	0
chr1	10210805	10381603	+	KIF1B	10232329	0
chr1	10399064	10420511	+	PGD	10399118	0
chr1	10430102	10452153	+	CENPS-CORT	10431290	0
chr1	10430433	10442808	+	CENPS	10431290	0
chr1	10449719	10451902	+	CORT	10450224	0
chr1	10456522	10472529	-	DFFA	0	10472458
chr1	10474950	10630758	+	PEX14	10474967	0
chr1	10636604	10796650	-	CASZ1	0	10693889
chr1	10946471	10982037	-	C1orf127	0	10982037
chr1	11012400	11026420	+	TARDBP	11013728	0
chr1	11026523	11047233	-	MASP2	0	11047207
chr1	11054584	11060018	-	SRM	0	11059943
chr1	11066618	11099869	-	EXOSC10	0	11099831
chr1	11106535	11262507	-	MTOR	0	11130756
chr1	11189355	11195981	+	ANGPTL7	11189580	0
chr1	11273206	11296049	+	UBIAD1	11273532	0
chr1	11479155	11537551	+	DISP3	11533794	0
chr1	11637018	11654429	-	FBXO2	0	11654340
chr1	11654375	11663327	+	FBXO44	11655836	0
chr1	11664200	11674354	+	FBXO6	11668659	0
chr1	11674480	11691650	-	MAD2L2	0	11680601
chr1	11691710	11725857	+	DRAXIN	11706259	0
chr1	11736084	11754802	+	AGTRAP	11736209	0
chr1	11761787	11789585	+	C1orf167	11761787	0
chr1	11785723	11806920	-	MTHFR	0	11796250
chr1	11806096	11848079	+	CLCN6	11806263	0
chr1	11845709	11848345	-	NPPA	0	11847412
chr1	11857464	11858945	-	NPPB	0	11858833
chr1	11919591	11926428	-	KIAA2013	0	11926237
chr1	11934717	11975538	+	PLOD1	11934780	0
chr1	11980181	12013514	+	MFN2	11989169	0
chr1	12019498	12032045	+	MIIP	12021727	0
chr1	12063303	12144207	+	TNFRSF8	12138283	0
chr1	12166991	12209228	+	TNFRSF1B	12167092	0
chr1	12230030	12512047	+	VPS13D	12507091	0
chr1	12567910	12618210	-	DHRS3	0	12617348
chr1	12644547	12667086	+	AADACL4	12644547	0
chr1	12716110	12728760	+	AADACL3	12716177	0
chr1	12746200	12763699	+	C1orf158	12746431	0
chr1	12774841	12777906	+	PRAMEF12	12774868	0
chr1	12791397	12796628	+	PRAMEF1	12793228	0
chr1	12824605	12831410	-	PRAMEF11	0	12828789
chr1	12847408	12848725	-	HNRNPCL1	0	12848289
chr1	12857086	12861909	+	PRAMEF2	12859010	0
chr1	12879224	12886201	-	PRAMEF4	0	12883394
chr1	12892896	12898270	-	PRAMEF10	0	12895847
chr1	12916610	12920482	+	PRAMEF7	12917693	0
chr1	12938472	12947580	-	PRAMEF6	0	12942518
chr1	13049476	13056491	-	PRAMEF27	0	13053659
chr1	13060869	13062229	+	HNRNPCL3	13061325	0
chr1	13068677	13077884	+	PRAMEF25	13073694	0
chr1	13115496	13116854	-	HNRNPCL2	0	13116400
chr1	13148905	13155961	-	PRAMEF26	0	13153095
chr1	13164586	13165467	-	HNRNPCL4	0	13165467
chr1	13172455	13179464	+	PRAMEF9	13175281	0
chr1	13196330	13201409	-	PRAMEF13	0	13197982
chr1	13222705	13226106	-	PRAMEF18	0	13226106
chr1	13254212	13263314	+	PRAMEF5	13259269	0
chr1	13281035	13285174	-	PRAMEF8	0	13284091
chr1	13303539	13308907	+	PRAMEF33	13305955	0
chr1	13315581	13322598	+	PRAMEF15	13318408	0
chr1	13342034	13347134	-	PRAMEF14	0	13345314
chr1	13369067	13371900	-	PRAMEF19	0	13371900
chr1	13389632	13392629	+	PRAMEF17	13389658	0
chr1	13410450	13421328	+	PRAMEF20	13416355	0
chr1	13474973	13514003	-	LRRC38	0	13513593
chr1	13583465	13617957	+	PDPN	13607232	0
chr1	13700240	13825079	+	PRDM2	13773170	0
chr1	13892792	15118043	+	KAZN	14960740	0
chr1	15152532	15220478	+	TMEM51	15215088	0
chr1	15247272	15400283	+	FHAD1	15305787	0
chr1	15409888	15430339	+	EFHD2	15409972	0
chr1	15438439	15449242	+	CTRC	15438465	0
chr1	15456732	15472091	+	CELA2A	15456754	0
chr1	15476101	15491400	+	CELA2B	15476126	0
chr1	15490832	15524726	-	CASP9	0	15518278
chr1	15526813	15592379	+	DNAJC16	15548342	0
chr1	15571699	15585051	-	AGMAT	0	15584967
chr1	15617458	15669044	+	DDI2	15617671	0
chr1	15659869	15661722	+	RSC1A1	15659869	0
chr1	15684320	15734769	+	PLEKHM2	15684559	0
chr1	15736258	15741392	+	SLC25A34	15736486	0
chr1	15742499	15747982	+	TMEM82	15742560	0
chr1	15756659	15786594	+	FBLIM1	15764984	0
chr1	15807169	15809348	-	UQCRHL	0	15807649
chr1	15847707	15940456	+	SPEN	15848068	0
chr1	15941869	15976132	-	ZBTB17	0	15947060
chr1	16004236	16008807	+	SRARP	16004304	0
chr1	16014028	16019594	-	HSPB7	0	16017963
chr1	16021871	16034050	+	CLCNKA	16022620	0
chr1	16043736	16057308	+	CLCNKB	16048972	0
chr1	16057769	16073651	-	FAM131C	0	16073442
chr1	16124337	16156069	-	EPHA2	0	16155932
chr1	16197854	16212652	-	ARHGEF19	0	16209054
chr1	16231692	16237183	-	CPLANE2	0	16236742
chr1	16246840	16352480	-	FBXO42	0	16315418
chr1	16367088	16398145	+	SZRD1	16367265	0
chr1	16387117	16437424	-	SPATA21	0	16410852
chr1	16440721	16460078	+	NECAP2	16440762	0
chr1	16562319	16613487	-	NBPF1	0	16592021
chr1	16921931	16972964	+	CROCC	16922019	0
chr1	16974502	16980835	-	MFAP2	0	16978273
chr1	16985958	17011928	-	ATP13A2	0	17000291
chr1	17018722	17054170	-	SDHB	0	17054019
chr1	17066761	17119451	-	PADI2	0	17119371
chr1	17205128	17246007	+	PADI1	17205218	0
chr1	17249098	17284233	+	PADI3	17249138	0
chr1	17308195	17364004	+	PADI4	17308223	0
chr1	17372196	17401699	+	PADI6	17372246	0
chr1	17406760	17439677	-	RCC2	0	17438514
chr1	17539698	17697874	+	ARHGEF10L	17618354	0
chr1	17755333	17827063	+	ACTL8	17823009	0
chr1	18107798	18378483	+	IGSF21	18108129	0
chr1	18480982	18486126	+	KLHDC7A	18480982	0
chr1	18630846	18748866	+	PAX7	18631604	0
chr1	18839599	18859682	-	TAS1R2	0	18859660
chr1	18871430	18902555	-	ALDH4A1	0	18889430
chr1	18904280	18956676	-	IFFO2	0	18956332
chr1	19074510	19210266	-	UBR4	0	19081806
chr1	19215660	19251524	-	EMC1	0	19251509
chr1	19251805	19260128	+	MRTO4	19251836	0
chr1	19282573	19288770	-	AKR7A3	0	19288709
chr1	19303965	19312146	-	AKR7A2	0	19312124
chr1	19312326	19329300	+	PQLC2	19324664	0
chr1	19338775	19485539	-	CAPZB	0	19419717
chr1	19484403	19629821	+	MICOS10	19623479	0
chr1	19596979	19658456	+	NBL1	19655031	0
chr1	19664875	19680966	+	HTR6	19665754	0
chr1	19682213	19799917	-	TMCO4	0	19780758
chr1	19814029	19815283	-	RNF186	0	19815101
chr1	19882395	19912945	+	OTUD3	19882514	0
chr1	19920009	19923617	-	PLA2G2E	0	19923559
chr1	19975431	19980416	-	PLA2G2A	0	19978483
chr1	20070194	20091911	+	PLA2G5	20084831	0
chr1	20111939	20119566	-	PLA2G2D	0	20119498
chr1	20139326	20150386	+	PLA2G2F	20139428	0
chr1	20161253	20177424	-	PLA2G2C	0	20175194
chr1	20186096	20196050	+	UBXN10	20190562	0
chr1	20290919	20354894	+	VWA5B1	20310602	0
chr1	20482391	20486210	-	CAMK2N1	0	20485379
chr1	20499448	20508151	-	MUL1	0	20508024
chr1	20552573	20555020	+	FAM43B	20552974	0
chr1	20589097	20618903	+	CDA	20589130	0
chr1	20633458	20651511	+	PINK1	20633549	0
chr1	20651767	20661544	-	DDOST	0	20661350
chr1	20664014	20718017	-	KIF17	0	20715570
chr1	20719731	20732703	-	SH2D5	0	20726057
chr1	20742679	20786652	-	HP1BP3	0	20773504
chr1	20806292	21176888	-	EIF4G3	0	21002742
chr1	21217247	21345572	-	ECE1	0	21279434
chr1	21440128	21485005	+	NBPF3	21468723	0
chr1	21509423	21578410	+	ALPL	21560730	0
chr1	21596215	21669363	-	RAP1GAP	0	21620032
chr1	21678298	21783606	-	USP48	0	21724162
chr1	21812265	21825221	+	LDLRAD2	21812452	0
chr1	21822244	21937310	-	HSPG2	0	21937217
chr1	21977021	21998642	+	CELA3B	21977040	0
chr1	22001656	22012539	+	CELA3A	22001675	0
chr1	22025511	22101360	+	CDC42	22078479	0
chr1	22117313	22143097	-	WNT4	0	22142922
chr1	22451851	22531157	+	ZBTB40	22489949	0
chr1	22563489	22603595	+	EPHA8	22563636	0
chr1	22636628	22639678	+	C1QA	22637617	0
chr1	22643633	22648110	+	C1QC	22644024	0
chr1	22653189	22661637	+	C1QB	22659463	0
chr1	22710839	22921500	+	EPHB2	22775202	0
chr1	22953043	22965338	-	LACTBL1	0	22963178
chr1	23010834	23015852	-	TEX46	0	23014045
chr1	23019443	23083689	+	KDM1A	23019597	0
chr1	23084023	23177808	-	LUZP1	0	23094261
chr1	23191895	23194729	-	HTR1D	0	23194219
chr1	23303771	23344336	-	HNRNPR	0	23337834
chr1	23359448	23369836	-	ZNF436	0	23368005
chr1	23381061	23424740	-	TCEA3	0	23419097
chr1	23428563	23484564	-	ASAP3	0	23436642
chr1	23506438	23531233	-	E2F2	0	23530793
chr1	23557926	23559501	-	ID3	0	23559426
chr1	23691742	23696835	+	RPL11	23692636	0
chr1	23743155	23762059	+	ELOA	23743504	0
chr1	23778418	23788232	+	PITHD1	23785694	0
chr1	23791145	23795539	+	LYPLA2	23793730	0
chr1	23795599	23800754	-	GALE	0	23799007
chr1	23801885	23825429	-	HMGCL	0	23825415
chr1	23845077	23868294	-	FUCA1	0	23868286
chr1	23870515	23913362	-	CNR2	0	23875617
chr1	23956839	23963462	+	PNRC2	23961458	0
chr1	23964804	23980356	-	SRSF10	0	23980255
chr1	24056035	24112135	-	MYOM3	0	24066208
chr1	24119771	24143140	-	IL22RA1	0	24143082
chr1	24154168	24187959	-	IFNLR1	0	24169534
chr1	24319322	24364482	+	GRHL3	24331547	0
chr1	24356999	24415097	-	STPG1	0	24401366
chr1	24415802	24472976	+	NIPAL3	24442139	0
chr1	24502351	24541040	+	RCAN3	24533089	0
chr1	24556087	24609328	+	NCMAP	24595431	0
chr1	24643299	24673281	+	SRRM1	24643327	0
chr1	24745447	24844321	+	CLIC4	24745554	0
chr1	24899511	24965010	-	RUNX3	0	24929868
chr1	25222276	25232502	-	SYF2	0	25232467
chr1	25242249	25247454	-	RSRP1	0	25246963
chr1	25272439	25330445	+	RHD	25272548	0
chr1	25338334	25362361	+	TMEM50A	25340487	0
chr1	25362249	25430192	-	RHCE	0	25411439
chr1	25430858	25500209	+	MACO1	25431099	0
chr1	25543580	25568886	+	LDLRAP1	25543699	0
chr1	25617468	25786207	+	MAN1C1	25746718	0
chr1	25800176	25818221	+	SELENON	25814149	0
chr1	25819929	25832942	+	MTFR1L	25826667	0
chr1	25831913	25859458	-	AUNIP	0	25859357
chr1	25861210	25871253	-	PAQR7	0	25863839
chr1	25884181	25906991	-	STMN1	0	25904676
chr1	25959767	25998063	-	PAFAH2	0	25990816
chr1	26021780	26036464	+	EXTL1	26022647	0
chr1	26037252	26046133	-	SLC30A2	0	26045896
chr1	26051304	26067633	-	TRIM63	0	26067494
chr1	26111165	26125555	+	PDIK1L	26114309	0
chr1	26159079	26163962	+	FAM110D	26161292	0
chr1	26164161	26168581	-	C1orf232	0	26168499
chr1	26169908	26170873	+	ZNF593	26169984	0
chr1	26177491	26189884	+	CNKSR1	26183750	0
chr1	26190561	26202968	+	CATSPER4	26190628	0
chr1	26234200	26278808	+	CEP85	26239784	0
chr1	26280086	26281522	+	SH3BGRL3	26280156	0
chr1	26281328	26318363	-	UBXN11	0	26285867
chr1	26317958	26320523	+	CD52	26318018	0
chr1	26321698	26360080	-	CRYBG2	0	26346657
chr1	26361634	26372775	-	ZNF683	0	26368571
chr1	26410817	26429728	+	LIN28A	26410892	0
chr1	26432316	26471306	+	DHDDS	26432946	0
chr1	26472440	26476642	+	HMGN2	26472613	0
chr1	26529761	26575030	+	RPS6KA1	26547240	0
chr1	26693236	26782104	+	ARID1A	26729663	0
chr1	26787995	26798398	+	PIGV	26790816	0
chr1	26826688	26857604	+	ZDHHC18	26826805	0
chr1	26863149	26864456	+	SFN	26863213	0
chr1	26876132	26890283	-	GPN2	0	26886507
chr1	26890488	26900467	-	GPATCH3	0	26900442
chr1	26921743	26946871	+	NUDC	26921849	0
chr1	26911489	26913975	-	NR0B2	0	26913940
chr1	26949562	26960468	-	KDF1	0	26952380
chr1	26993692	27000886	+	TRNP1	26993787	0
chr1	27005020	27012850	-	TENT5B	0	27012670
chr1	27098809	27155125	-	SLC9A1	0	27154334
chr1	27234632	27308636	+	WDTC1	27261055	0
chr1	27322145	27336400	+	TMEM222	27322297	0
chr1	27342020	27353937	+	SYTL1	27345335	0
chr1	27354067	27366961	-	MAP3K6	0	27366597
chr1	27369112	27374824	-	FCN3	0	27374818
chr1	27379176	27383333	-	CD164L2	0	27383239
chr1	27392622	27395814	+	GPR3	27393799	0
chr1	27404230	27490167	-	WASF2	0	27428890
chr1	27534035	27604177	-	AHDC1	0	27552115
chr1	27612064	27635185	-	FGR	0	27623916
chr1	27666064	27672198	-	IFI6	0	27669314
chr1	27725979	27763122	+	FAM76A	27726081	0
chr1	27773219	27824443	+	STX12	27773308	0
chr1	27830782	27851676	+	PPP1R8	27847063	0
chr1	27872543	27886685	+	THEMIS2	27872572	0
chr1	27891524	27914746	-	RPA2	0	27914443
chr1	27935000	27959157	+	SMPDL3B	27935184	0
chr1	27959462	27968096	+	XKR8	27960070	0
chr1	27970344	28088637	-	EYA3	0	28038869
chr1	28147166	28193936	-	PTAFR	0	28151021
chr1	28199456	28233029	-	DNAJC8	0	28232998
chr1	28236109	28246906	+	ATP5IF1	28236184	0
chr1	28259518	28282491	+	SESN2	28259848	0
chr1	28329040	28335965	+	MED18	28330663	0
chr1	28369740	28500364	+	PHACTR4	28438385	0
chr1	28505943	28539300	+	RCC1	28529867	0
chr1	28553085	28578545	+	TRNAU1AP	28553111	0
chr1	28589323	28643066	-	TAF12	0	28622081
chr1	28592200	28595443	+	RAB42	28593800	0
chr1	28668732	28719353	+	GMEB1	28683613	0
chr1	28736621	28769775	+	YTHDF2	28742421	0
chr1	28812142	28871267	+	OPRD1	28812384	0
chr1	28887091	29120046	+	EPB41	28993489	0
chr1	29119429	29123903	-	TMEM200B	0	29121828
chr1	29147743	29181900	-	SRSF4	0	29181752
chr1	29192873	29230932	-	MECR	0	29216633
chr1	29236516	29326813	+	PTPRU	29236645	0
chr1	30711277	30723585	-	MATN1	0	30723551
chr1	30732469	30757774	-	LAPTM5	0	30757745
chr1	30869466	30908758	-	SDC3	0	30877247
chr1	30931506	31065991	-	PUM1	0	31059566
chr1	31179745	31239887	-	NKAIN1	0	31239547
chr1	31259568	31296788	-	SNRNP40	0	31269325
chr1	31296982	31364953	+	ZCCHC17	31319128	0
chr1	31365625	31373076	-	FABP3	0	31373014
chr1	31409565	31434680	+	SERINC2	31414014	0
chr1	31576485	31587686	+	TINAGL1	31579209	0
chr1	31617700	31632518	+	HCRTR1	31619193	0
chr1	31629866	31644876	-	PEF1	0	31644864
chr1	31652263	31704319	-	COL16A1	0	31702193
chr1	31727117	31764340	-	ADGRB2	0	31756800
chr1	31790422	31816051	-	SPOCD1	0	31798780
chr1	31906421	31938368	-	PTP4A2	0	31919065
chr1	32013868	32060850	+	KHDRBS1	32013996	0
chr1	32072939	32102866	+	TMEM39B	32073048	0
chr1	32108056	32176563	+	KPNA6	32108131	0
chr1	32179675	32198285	+	TXLNA	32180346	0
chr1	32200386	32205387	+	CCDC28B	32201936	0
chr1	32205661	32208687	+	IQCC	32205682	0
chr1	32209094	32216196	+	DCDC2B	32209094	0
chr1	32214472	32222343	-	TMEM234	0	32222322
chr1	32222370	32231604	+	EIF3I	32222442	0
chr1	32247222	32248856	+	FAM167B	32247422	0
chr1	32251239	32286165	+	LCK	32274330	0
chr1	32292083	32333635	+	HDAC1	32292170	0
chr1	32333839	32336233	-	MARCKSL1	0	32336033
chr1	32362539	32364312	+	TSSK3	32362702	0
chr1	32361270	32362243	-	FAM229A	0	32362091
chr1	32365103	32394448	-	BSDC1	0	32394414
chr1	32465072	32496686	+	ZBTB8B	32470625	0
chr1	32539427	32605941	+	ZBTB8A	32592932	0
chr1	32600172	32650584	-	ZBTB8OS	0	32634023
chr1	32651142	32686211	+	RBBP4	32652003	0
chr1	32680360	32703119	-	SYNC	0	32702660
chr1	32741830	32774970	+	KIAA1522	32765770	0
chr1	32775237	32818153	-	YARS	0	32817244
chr1	32817442	32858875	+	S100PBP	32826100	0
chr1	32862268	32872480	-	FNDC5	0	32868373
chr1	32886491	32898441	+	HPCA	32888899	0
chr1	32894594	32901389	-	TMEM54	0	32901238
chr1	32936445	32964685	-	RNF19B	0	32964685
chr1	33007940	33036992	-	AK2	0	33036828
chr1	33081153	33123492	+	AZIN2	33082250	0
chr1	33145399	33182043	-	TRIM62	0	33176452
chr1	33256492	33300719	+	ZNF362	33270575	0
chr1	33306766	33321098	-	A3GALT2	0	33321098
chr1	33323623	33375593	-	PHC2	0	33334242
chr1	33472645	33496507	+	ZSCAN20	33479289	0
chr1	33513999	34165842	-	CSMD2	0	33623388
chr1	33860475	33864791	+	HMGB4	33864192	0
chr1	34166883	34219131	+	C1orf94	34197475	0
chr1	34712737	34859755	-	SMIM12	0	34855977
chr1	34755047	34758512	+	GJB5	34757331	0
chr1	34759740	34762327	+	GJB4	34761255	0
chr1	34781214	34786369	+	GJB3	34784763	0
chr1	34792999	34795747	+	GJA4	34794214	0
chr1	34865436	34929650	-	DLGAP3	0	34905383
chr1	34981535	34985353	-	TMEM35B	0	34985305
chr1	34986165	35031945	-	ZMYM6	0	35030639
chr1	35032172	35115859	+	ZMYM1	35093988	0
chr1	35176378	35193145	-	SFPQ	0	35193049
chr1	35268967	35422058	+	ZMYM4	35269047	0
chr1	35433492	35557403	-	KIAA0319L	0	35454452
chr1	35557473	35567274	+	NCDN	35559125	0
chr1	35573314	35595328	+	TFAP2E	35573578	0
chr1	35599541	35641526	-	PSMB2	0	35609342
chr1	35713877	35718884	-	C1orf216	0	35716321
chr1	35720218	35769978	-	CLSPN	0	35769870
chr1	35808016	35857890	+	AGO4	35808417	0
chr1	35869808	35930532	+	AGO1	35892573	0
chr1	35930718	36072500	+	AGO3	36004385	0
chr1	36084094	36088275	+	TEKT2	36084922	0
chr1	36088892	36093932	+	ADPRHL2	36088905	0
chr1	36095239	36125222	-	COL8A2	0	36099485
chr1	36136570	36156053	-	TRAPPC3	0	36139819
chr1	36155965	36180849	+	MAP7D1	36156418	0
chr1	36224432	36305357	+	THRAP3	36282564	0
chr1	36307110	36324886	+	SH3D21	36307274	0
chr1	36322031	36324154	-	EVA1B	0	36323037
chr1	36339624	36385896	-	STK40	0	36361332
chr1	36391238	36397908	-	LSM10	0	36394129
chr1	36415827	36450451	-	OSCP1	0	36438887
chr1	36455718	36464384	-	MRPS15	0	36464275
chr1	36466043	36483278	-	CSF3R	0	36479496
chr1	36795527	37034515	-	GRIK3	0	37034108
chr1	37474580	37484377	+	ZC3H12A	37475497	0
chr1	37492575	37514774	-	MEAF6	0	37513562
chr1	37534449	37554293	-	SNIP1	0	37554229
chr1	37556919	37566857	+	DNALI1	37556995	0
chr1	37566816	37595937	-	GNL2	0	37595822
chr1	37611350	37634892	-	RSPO1	0	37629661
chr1	37681570	37690520	-	C1orf109	0	37689880
chr1	37692481	37709719	+	CDCA8	37692691	0
chr1	37713880	37765133	-	EPHA10	0	37731558
chr1	37793802	37801137	+	MANEAL	37795776	0
chr1	37802945	37808208	-	YRDC	0	37808180
chr1	37806979	37809454	+	C1orf122	37808685	0
chr1	37809574	37859592	-	MTF1	0	37857658
chr1	37860697	37947057	-	INPP5B	0	37931712
chr1	37956975	37990022	-	SF3A3	0	37989965
chr1	37996770	38005514	-	FHL3	0	37999412
chr1	38012734	38024820	+	UTP11	38012803	0
chr1	38044611	38046794	-	POU3F1	0	38046743
chr1	38838198	38859772	-	RRAGC	0	38859646
chr1	38862493	38873368	-	MYCBP	0	38873305
chr1	38874451	38881587	-	GJA9	0	38876098
chr1	38885807	38941830	-	RHBDL2	0	38919212
chr1	38991276	39006059	+	AKIRIN1	38991381	0
chr1	39026318	39034636	+	NDUFS5	39028725	0
chr1	39081316	39487177	+	MACF1	39410266	0
chr1	39491636	39529869	+	BMP8A	39491992	0
chr1	39560816	39576790	-	PABPC4	0	39575951
chr1	39623435	39639643	-	HEYL	0	39639625
chr1	39659121	39672038	-	NT5C1A	0	39672038
chr1	39678648	39691485	-	HPCAL4	0	39684603
chr1	39738882	39763914	+	PPIE	39738901	0
chr1	39757182	39788865	-	BMP8B	0	39788485
chr1	39769523	39771348	-	OXCT2	0	39771255
chr1	39838110	39883506	-	TRIT1	0	39844188
chr1	39895426	39902013	-	MYCL	0	39901434
chr1	39955112	39969968	+	MFSD2A	39965326	0
chr1	40040233	40072649	+	CAP1	40059347	0
chr1	40071461	40097727	-	PPT1	0	40078628
chr1	40161387	40240921	+	RLF	40161400	0
chr1	40247937	40251684	+	TMCO2	40247994	0
chr1	40258236	40294180	+	ZMPSTE24	40258272	0
chr1	40300489	40317286	-	COL9A2	0	40317197
chr1	40393345	40423326	+	SMAP2	40408656	0
chr1	40450107	40463718	+	ZFP69B	40450962	0
